Game Name;Release Name;Package Name;Version Code;Last Updated;Size (MB)
Gesture VR;Gesture VR v53+B0053 -VRP;com.NickLaddVrArtandAnimation.GestureVR;53;2023-06-22 14:12 UTC;556
Ghost Giant;Ghost Giant v32+1.0.32 -VRP;com.zoink.ghostgiant;32;2023-04-18 01:05 UTC;1153
Ghost Signal- A Stellaris Game;Ghost Signal- A Stellaris Game v309+1.1.0 -NIF;com.fasttravelgames.x15;309;2023-06-09 12:08 UTC;1838
Ghostbusters- Rise of the Ghost Lord;Ghostbusters- Rise of the Ghost Lord v2498468+1.249846.prod.shipping -VRP;com.nDreams.Ghostbusters;2498468;2023-10-27 13:16 UTC;6081
Gizmo Builder;Gizmo Builder v1338+0.1.0.1338 -VRP;com.freerangegames.gizmobuilder;1338;2023-04-14 17:05 UTC;224
Gladiatus;Gladiatus v2+1.0 -VRP;com.varonia.gladiatus;2;2023-04-18 01:05 UTC;352
Gladius;Gladius v85+1.0 -VRP;com.VirtualAge.GladiusQuest;85;2023-08-22 12:40 UTC;4346
Glider Sim;Glider Sim v34+1.5.8 -VRP;com.FiveDRealities.GliderSim;34;2023-08-07 15:30 UTC;850
Glitch Assassin;Glitch Assassin v4+2.3 -VRP;com.LoneWolfInteractive.GlitchAssassin;4;2023-08-17 12:19 UTC;894
Gloomy Eyes;Gloomy Eyes v40+40 -VRP R2;com.arte.gloomy_eyes;40;2023-04-18 01:05 UTC;2818
GO CLUBBING VR;GO CLUBBING VR v211+10 -VRP;com.recognitionmedia.goclubbing;211;2023-10-30 00:34 UTC;166
Goalie;Goalie v5+1.24 -VRP;com.BittiGitti.Goalie;5;2023-07-23 17:25 UTC;53
Gods and Chariot;Gods and Chariot v5+0.1 -VRP;com.nokor3d.GodsAndChariot;5;2023-08-17 12:02 UTC;566
Golden Gloves VR;Golden Gloves VR v141+0.1.1.3 -VRP;com.EngineRoomVR.GoldenGlovesBoxingVR;141;2023-06-09 16:58 UTC;636
Golf 5;Golf 5 v515+3.515 -VRP;com.aaagamestudios.golf5eclub;515;2023-10-13 16:47 UTC;5669
Golf Pool VR;Golf Pool VR v20+2 -VRP R2;com.FrozenDreams.golfpoolvr;20;2023-04-18 01:05 UTC;780
GORN;GORN v3414+1.2.3414 -VRP;com.freelives.gorn;3414;2023-10-11 11:17 UTC;514
Grandma's Legacy - Mystery Escape Room;Grandma's Legacy - Mystery Escape Room v3+3 -VRP;com.intelectiva.escapelegacy;3;2023-08-23 18:23 UTC;689
Grapple Tournament;Grapple Tournament v82+2.0.0 -VRP;com.tomorrowgames.gtvr;82;2023-09-04 13:24 UTC;1981
Gravity Lab;Gravity Lab v5001001+5.1.1-u04 -VRP;com.markschramm.gravitylab;221;2023-10-13 16:53 UTC;803
Green Hell VR;Green Hell VR v601+1.4.0 -VRP;com.Incuvo.GreenHellVR;601;2023-10-02 11:46 UTC;3132
Grid Ball;Grid Ball v10+1.55 -VRP R2;jp.co.superappli.gridball;10;2023-04-14 17:05 UTC;106
GRID Legends;GRID Legends v51+1.0.0.41 -VRP R2;com.codemasters.gridlegends;51;2023-10-06 11:25 UTC;30979
GrooVR;GrooVR v113+1.4.1 -VRP;com.presencelabs.groovr;113;2023-08-01 14:43 UTC;97
GrooVR- Air Drumming;GrooVR- Air Drumming v16+2.8 -NIF;com.InfinityDreamsLabs.GrooVR;16;2023-06-29 17:41 UTC;671
Guardians Frontline;Guardians Frontline v439+1.3.1 -VRP;com.VirtualAge.Guardians;439;2023-10-21 14:09 UTC;4340
Guided Meditation VR;Guided Meditation VR v201553+1.5.53 -VRP;com.CubicleNinjas.GuidedMeditationVRQuest;201553;2023-04-18 01:05 UTC;8166
Guided Tai Chi;Guided Tai Chi v1240+1.2.40 -VRP;com.CubicleNinjas.GuidedTaiChi;1240;2023-08-17 12:02 UTC;1884
GuitarKingVR;GuitarKingVR v2+1.1 -VRmoo;com.nolo.GuitarKingVR;2;2023-03-09 12:57 UTC;297
Gun Club VR;Gun Club VR v350+2.2.93.180 -VRP;com.nextgenreality.GunClubVR;350;2023-10-24 19:35 UTC;2982
Gun Jam VR;Gun Jam VR v81+1.0 -VRP R2;com.epicgames.gunjam;81;2023-04-18 01:05 UTC;2983
Gun World VR;Gun World VR v273+1.0 -VRP;com.AnthonyStudios.GunWorldVR;273;2023-10-10 13:19 UTC;3104
Guns'n'Stories- Bulletproof VR;Guns'n'Stories- Bulletproof VR v155+1.0 -VRP R2;com.MiroWin.OMT;155;2023-04-18 01:05 UTC;977
Gunship Sequel- WW2 VR;Gunship Sequel- WW2 VR v224+5.5.04 -VRP;com.phanotek.wingsofduty;224;2023-03-22 14:20 UTC;1985
GunSpinning VR;GunSpinning VR v1+2.0 -unknown;net.demonixis.gunspinningvr;1;2023-03-09 12:57 UTC;238
Half Life 1 VR;Half Life 1 VR v32+1.6.2 -DrBeef;com.drbeef.lambda1vr;32;2023-07-14 19:19 UTC;241
Half-Life 1 VR - Afraid of Monsters;Half-Life 1 VR - Afraid of Monsters v32+1.6.2 -DrBeef;com.drbeef.lambda1vr;32;2023-07-14 19:19 UTC;418
Half-Life 1 VR - Blue Shift;Half-Life 1 VR - Blue Shift v32+1.6.2 -DrBeef;com.drbeef.lambda1vr;32;2023-07-14 19:19 UTC;378
Half-Life 1 VR - Opposing Force;Half-Life 1 VR - Opposing Force v32+1.6.2 -DrBeef;com.drbeef.lambda1vr;32;2023-07-14 19:19 UTC;355
HALLO EINSTEIN;HALLO EINSTEIN v4+0.1 -VRP;com.MasamiKuroki.HALLO_EINSTEIN;4;2023-08-17 12:02 UTC;90
Hammerground- Splat!;Hammerground- Splat! v106+1.1.6 -Roman;com.romanshuvalov.hammerground;106;2023-03-09 12:57 UTC;21
Hand Physics Lab;Hand Physics Lab v431+1.2.2.0024 -VRP;com.holonautic.HandPhysicsLab;431;2023-08-05 15:23 UTC;223
Hand Spell;Hand Spell v1+1.00 -VRP;com.kosmiq.handspell;1;2023-03-09 12:57 UTC;164
Handless show;Handless show v1+1.0 -VRP;com.MadKnight.HandlessShow;1;2023-06-05 12:53 UTC;125
Handpan VR;Handpan VR v415+0.1 -VRP;com.OburGames.HandpanMaster;415;2023-10-27 20:26 UTC;437
Hands of Globzop;Hands of Globzop v29+1.0029 -NIF;com.Wumborg.Ambidonculous;29;2023-03-09 12:57 UTC;1048
Hang Gliding - VR Experience;Hang Gliding - VR Experience v3+1.0 -VRP;com.MyrtusXR.HangGlidingVR;3;2023-05-19 15:05 UTC;361
Hard Line;Hard Line v3+0.2.2 -VRP;com.SkyYurt.HardLine;3;2023-07-01 15:42 UTC;613
Hatsune Miku VR;Hatsune Miku VR v10+3.01 -VRP;jp.co.crypton.mikuvrq;10;2023-04-18 14:04 UTC;1088
HeadCount;HeadCount v6+1.0 -VRP;com.monochrome.headcount;6;2023-08-17 12:19 UTC;920
Hello Neighbor- Search and Rescue;Hello Neighbor- Search and Rescue v1107051019+1.110705.1019 -NIF;com.TinyBuildGames.hnvr;1107051019;2023-07-13 17:30 UTC;1492
Hellsweeper VR;Hellsweeper VR v654+1.1 -VRP;com.mixedrealms.hellsweepervr_untethered;654;2023-10-12 17:26 UTC;1812
HereSphere VR Video Player;HereSphere VR Video Player v8+0.9.8 -VRP;com.heresphere.vrvideoplayer;8;2023-10-16 12:40 UTC;112
Hermetika VR;Hermetika VR v9+0.9 -VRP;am.benth.hermetikavr;9;2023-03-09 12:57 UTC;43
HeroBound 2;HeroBound 2 v8+1.5.1 -unknown;com.oculus.herobound2;8;2023-03-09 12:57 UTC;365
High School Anatomy for Quest;High School Anatomy for Quest v7+1.0.0 -VRP;com.virtualmedicine.humananatomyquest;7;2023-03-09 12:57 UTC;940
Hit Contracts VR;Hit Contracts VR v4+1.3 -VRP;com.rgo.hitcontractsvr;4;2023-06-22 14:12 UTC;1373
HitchHiker- A Mystery Game;HitchHiker- A Mystery Game v42+1.0.94 -VRP;com.madaboutpandas.hitchhikergame;42;2023-08-17 12:02 UTC;1360
Hitstream;Hitstream v759+2.00aQuest -VRP;com.And7Limited.Hitstream;759;2023-10-23 18:58 UTC;1630
Hockey Bockey;Hockey Bockey v65+1.2.12 -VRP;com.torbcorp.hockeybockey;65;2023-10-30 00:34 UTC;74
Hockey VR;Hockey VR v14+1.1.0 -VRP;ca.melcher.hockeyvr;14;2023-04-18 01:05 UTC;1285
Holopoint;Holopoint v137+R1.1.13 -VRP R2;com.AlzanStudios.HPPortable;137;2023-04-18 01:05 UTC;145
HOLY QURAN VR EXPERİENCE;HOLY QURAN VR EXPERİENCE v18+1.0 -FFA;com.Sriostudios.Holyquran;18;2023-03-09 12:57 UTC;1038
Home Design 3D VR;Home Design 3D VR v2669+2.1.56 -VRP;com.Microids.HomeDesignVRAlpha01;2669;2023-07-08 14:21 UTC;2932
Home Plate Baseball;Home Plate Baseball v57+5.7 -VRP;com.Beep2Bleep.HomePlateBaseball;57;2023-03-15 20:29 UTC;104
Home Yoga;Home Yoga v6+6 -VRP;com.Yoga.HomeYoga;6;2023-08-17 12:02 UTC;387
HomestarVR;HomestarVR v64+1.32 -VRP;com.pocket.homestarvr;64;2023-08-15 21:05 UTC;216
HomestarVR- Special Edition;Homestar VR- Special Edition v41+1.03 -VRP;com.pocket.homestarvrsp;41;2023-04-18 01:05 UTC;303
Hoops Madness;Hoops Madness v5+1.0.0 -VRP;com.VRstudios.HoopsMadness;5;2023-08-15 21:05 UTC;321
Horror Hospital- The Escape Game;Horror Hospital- The Escape Game v3+1.0 -VRP R2;com.bleedingedge.horror.hospital.escape.story.game;3;2023-04-18 14:05 UTC;60
Horror Nights Story;Horror Nights Story v11+0.1 -VRP;cz.paperbunker.horrornights.quest;11;2023-04-18 01:05 UTC;79
House Defender;House Defender v43+1.0 -VRP;com.TwoSync.HouseDefender;43;2023-08-17 12:19 UTC;91
House Of Languages;House Of Languages v14+3.3.3 -unknown;com.Fox3DGames.HouseOfLanguages;14;2023-03-09 12:57 UTC;157
House of the Butcher;House of the Butcher v1+1 -VRP;com.RaptorsReality.Butcher;1;2023-08-17 12:02 UTC;779
HouseFlipper VR;HouseFlipper VR v95+9.5 -VRP;com.oculus.HouseFlipperVR;95;2023-04-18 01:05 UTC;159
Hubris;Hubris v22+1.05 -VRP;com.Cyborn.Hubris;22;2023-10-23 20:35 UTC;5393
Human Anatomy Puzzle;Human Anatomy Puzzle v12+0.9.3 -VRP R2;com.mgdigital.AnatomyPuzzle;12;2023-04-28 17:33 UTC;116
Humpty Dumpty Pooh;Humpty Dumpty Pooh v2+0.2 -ITCH;com.fairview.wholalo;2;2023-03-09 12:57 UTC;51
Hyperbolica;Hyperbolica v4+1.2.0 -VRP;com.CodeParade.Hyperbolica;4;2023-04-18 01:05 UTC;384
Hyperstacks;Hyperstacks v141+12.3 -VRP;com.SquirrelBytes.Hyperstacks;141;2023-09-22 14:12 UTC;291
Hypnosis Reveries;Hypnosis Reveries v4+0.2 -VRP;com.JesStudio.HypnosisReveries;4;2023-08-17 12:02 UTC;88
Hypnotize Your Friends;Hypnotize Your Friends v1+1.0 -VRP;hypnotize.your.friends;1;2023-09-01 12:14 UTC;752
HypnotizingBeautifulSistersWhoPissMeOff;HypnotizingBeautifulSistersWhoPissMeOff v177+1.77 -VRP;com.FussaGames.HypnotizingBeautifulSistersWhoPissMeOff;177;2023-07-01 15:42 UTC;312
I Expect You To Die;I Expect You to Die v74681+1.1.174681 -VRP R2;com.schellgames.ieytdquest;74681;2023-04-18 01:05 UTC;543
I Expect You To Die 2;I Expect You To Die 2 v171176+1.0.0.171176 -VRP R2;com.schellgames.ieytd2;171176;2023-04-18 14:07 UTC;691
I Expect You To Die 3- Cog in the Machine;I Expect You To Die 3- Cog in the Machine v211418+1.0.0.211418 (ReleaseCandidate_1.0.0_QuestStore) -VRP;com.schellgames.ieytd3;211418;2023-09-29 21:06 UTC;945
iDoll;iDoll v1+v1 -VRP;com.iDollDev.iDollQuest;1;2023-08-17 12:19 UTC;222
If You Are Not Dumb;If You Are Not Dumb v15+0.15 -VRP;com.SidKinG.iyand;15;2023-07-11 13:36 UTC;72
Imercyve- Living with Intellectual Disability;Imercyve- Living with Intellectual Disability v44+1.20 -VRP;com.VGH.ID;44;2023-08-17 12:02 UTC;378
ImmerGallery;ImmerGallery v77+1.2 -VRP;com.immerVR.immerGallery;77;2023-09-11 19:44 UTC;951
In Death- Unchained;In Death- Unchained v107163261+1.7.0 -VRP;com.Solfar.InDeath;107163261;2023-06-26 21:58 UTC;2203
InnerVR;InnerVR v13+1.5 -VRP;com.innervr.innervr;13;2023-03-09 12:57 UTC;902
Innkeeper VR;Innkeeper VR v17+0.2.1 -VRP;com.moonhaven.innkeepervr;17;2023-05-30 14:40 UTC;204
inRun;inRun v29+1.29 -VRP;com.IvanovichGames.inRun;29;2023-10-20 12:07 UTC;1174
Insomnia;Insomnia v52+2.04 -VRP;com.PrologicFibrum.Insomnia;52;2023-08-17 12:02 UTC;321
Interkosmos 2000;Interkosmos 2000 v122+1.8 -VRP;com.ovidworks.fallingstar;122;2023-09-11 19:40 UTC;1751
Into Space;Into Space v24+0.904 -VRP;com.FaberCourtial.FC_1st_2nd_Step;24;2023-08-17 12:02 UTC;83
Into the Radius;Into the Radius v161562+2.7.2 -VRP;com.CMGames.IntoTheRadius;161562;2023-10-29 14:13 UTC;4604
INVERSE;INVERSE v63+0.63 -VRP;com.massvr.inverse;63;2023-10-02 12:50 UTC;5288
INVOIDERS Galactic Defender;INVOIDERS Galactic Defender v2+2.0 -VRP;com.AIKOCreativeVision.Invoiders;2;2023-08-15 21:05 UTC;940
Ionia;Ionia v11133+23.0 -VRP;com.ROTU.Ionia;11133;2023-08-17 12:21 UTC;3758
IRON GUARD;IRON GUARD v412+v1.715 -VRP;com.XlabDigital.IronGuardVR;412;2023-10-21 14:09 UTC;895
Iron Rebellion;Iron Rebellion v236+.9336 -VRP;com.Black_Beach_Studio.Iron_Rebellion_VR;236;2023-09-27 15:01 UTC;1702
Ironlights;Ironlights v161+161 -VRP;com.emcneill.Ironlights;161;2023-05-24 20:48 UTC;681
Island Time;Island Time v7+1.0 -VRP R2;com.Flightschool.IslandTimeVR;7;2023-04-18 01:05 UTC;242
ISLANDERS VR Edition;ISLANDERS VR Edition v25+2.0 -VRP;com.Coatsink.ISLANDERS;25;2023-10-02 11:46 UTC;314
Izzys Beach Games VR;Izzys Beach Games VR v3+3 -VRP;com.nolodesign.Beach_Games;3;2023-03-09 12:57 UTC;264
Jack O Maze;Jack O Maze v114+1.1.4 -VRP;com.BENDISGames.JackOMaze;114;2023-07-12 11:45 UTC;275
Jam Studio VR;Jam Studio VR v47+1.0.47 -VRP;com.beamz.vr.oculus.quest;47;2023-04-18 01:05 UTC;1861
Jentrix;Jentrix v141+1.0.6.704 -VRP;com.SpheroomLimited.Jentrix;141;2023-04-18 01:05 UTC;692
Jetbounce;Jetbounce v40+1.4.0 -NIF;com.kastelsoft.jetbounce;40;2023-03-09 12:57 UTC;758
Jigsaw 360;Jigsaw 360 v74+4.1.3 -VRP;com.JumbliVR.Jigsaw360;74;2023-08-17 20:48 UTC;414
Jigsaw Puzzle VR;Jigsaw Puzzle VR v20+1.04 -VRP;com.Marrsbiz.JigsawPuzzleVR;20;2023-08-15 21:05 UTC;143
JK XR - Jedi Knight2;JK XR - Jedi Knight2 v64+1.1.17 -DrBeef;com.drbeef.jkxr;64;2023-08-30 14:54 UTC;1167
Job Simulator;Job Simulator v41+1.4.0.5466 -VRP;com.owlchemylabs.jobsimulator;41;2023-10-11 11:17 UTC;995
Journey of the Gods;Journey of the Gods v479431+1.0.479431 -VRP;gg.trs.grappa;479431;2023-04-14 09:52 UTC;956
Journey to Alien Worlds;Journey to Alien Worlds v4+1.1 -VRP;com.ideographer.jtawq;4;2023-04-18 01:05 UTC;1210
Journey to Foundation;Journey to Foundation v33381+1.0 -VRP;com.Archiact.Radiant;33381;2023-10-30 00:34 UTC;16549
Journey To The East;Journey To The East v3+0.2 -VRP;com.fantawildgames.journeytotheeast;3;2023-08-09 15:38 UTC;2777
Jump Up;Jump Up v6+3.0 -VRP;com.esrober.JumpUp;6;2023-06-05 12:53 UTC;455
Jungle Zoo Ocean Passthrough Handtracking;Jungle Zoo Ocean Passthrough Handtracking v439+1.439 -VRP;com.ZOSUStudiosLLC.JungleZooOceanPassthroughHandtracking;439;2023-10-26 14:15 UTC;1396
Jupiter & Mars;Jupiter & Mars v82+1.42 -VRP;com.AndreElijah.JupiterAndMars;82;2023-08-17 21:22 UTC;2947
Jurassic World Aftermath Collection;Jurassic World Aftermath Collection v36620+v3.16 -VRP;com.coatsink.alone;36620;2023-07-21 11:07 UTC;1248
Just Drive;Just Drive v1+1.0 -unknown;com.JustDrive.JustDrive;1;2023-03-09 12:57 UTC;562
Just Futanari;Just Futanari v172+1.72 -VRP [ADULT];com.FussaGames.JustFutanari;172;2023-08-04 14:35 UTC;370
JUST HOOPS;JUST HOOPS v727+1.6.727 -VRP;io.rc.gba;727;2023-10-27 13:16 UTC;891
KAIJU MONSTER VR;KAIJU MONSTER VR v6+1 -VRP;com.VRAAR.KaijuMonsterVR;6;2023-06-19 16:20 UTC;315
Kaiten Sushi VR;Kaiten Sushi VR v3+1.0 -VRP;com.monacrea.KaitenSushiVR;3;2023-08-14 14:17 UTC;116
Kartoffl;Kartoffl v247+1.1.0 -VRP;com.breach.kartofflgame;247;2023-10-12 17:26 UTC;228
Keep Talking and Nobody Explodes;Keep Talking and Nobody Explodes v77+1.10.9 -VRP;com.steelcrategames.keeptalkingandnobodyexplodes;77;2023-10-11 11:17 UTC;161
Kid Setas;Kid Setas v1+0.1 -unknown;com.realdragonvr.setas;1;2023-03-09 12:57 UTC;66
Kill It With Fire VR;Kill It With Fire VR v3423+1.0.5.3423 -VRP;com.TinyBuild.killitwithfirevr;3423;2023-06-06 19:29 UTC;1763
Killer Frequency;Killer Frequency v767+1.0.767.38513 -VRP;com.team17.killerfrequency;767;2023-06-08 11:24 UTC;1976
King Of Hell - Prototype Version;King Of Hell - Prototype Version v6+0.1.3.2 -FFA;com.mimicland.kingofhell;6;2023-03-09 12:57 UTC;147
Kingdom of Blades;Kingdom of Blades v1+1.0.0 -unknown;com.chesstar.KingdomOfBlades.itch;1;2023-03-09 12:57 UTC;276
Kingspray Graffiti;Kingspray Graffiti v725+71.5 -VRP;com.infectiousape.kingspray;725;2023-04-18 14:09 UTC;1366
Kitchen Island VR;Kitchen Island VR v9+0.9 -VRP;com.VRBuddyGames.KitchenIslandVR;9;2023-08-17 20:48 UTC;612
Kitchen VR;Kitchen VR v5+0.1 -Unknown;FINE.kitchenVR;5;2023-03-09 12:57 UTC;166
Kizuna AI - Touch the Beat!;Kizuna AI - Touch the Beat! v70+1.7 -VRP;com.activ8.kizunaaivr;70;2023-05-02 12:08 UTC;2872
Knockout League;Knockout League v52+1.0 -VRP;com.grab.knockout;52;2023-10-24 19:02 UTC;1287
KOTC VR Basketball;KOTC VR Basketball v1+0.1 -unknown;com.millennialdave.kotcvrbball;1;2023-03-09 12:57 UTC;135
KUBIKOS;KUBIKOS v13+1.0 -VRP R2;com.LicengGames.KUBIKOS;13;2023-04-18 01:05 UTC;117
Laid-Back Camp - Virtual - Lake Motosu;Laid-Back Camp - Virtual - Lake Motosu v5+1.2.0 -VRP R2;jp.co.gemdrops.lbcb_q;5;2023-04-18 14:11 UTC;158
Larcenauts;Larcenauts v138540+1.42211 -FFA;com.ImpulseGear.Firestorm;138540;2023-03-09 12:57 UTC;5754
Las Vegas;Las Vegas v2+1.0 -VRP;com.press360.Las_Vegas;2;2023-08-17 20:48 UTC;976
Laser Blaze;Laser Blaze v1+1.0.0 -unknown;cz.bkral.LaserBlaze;1;2023-03-09 12:57 UTC;220
Last Labyrinth;Last Labyrinth v34+1.02 -VRP;jp.co.amata.lastlabyrinth;34;2023-04-18 01:05 UTC;1769
LAX VR;LAX VR v26+1.62 -VRP;com.DuperStudios.LAXVR;26;2023-07-21 11:07 UTC;473
Layers of Fear VR;Layers of Fear VR v36+2.0 -VRP;com.bloober.layersoffearvr;36;2023-04-18 01:05 UTC;1806
Legend Of The ShieldBearers;Legend Of The ShieldBearers v2+0.3 -VRP;com.SpacePupStudio.LegendOfTheShieldbearers;2;2023-06-11 12:50 UTC;208
Legendary Hunter VR;Legendary Hunter VR v5+1.5 -VRP;com.FrozenDreams.legendaryhuntervr;5;2023-04-18 01:05 UTC;257
LES MILLS BODYCOMBAT;LES MILLS BODYCOMBAT v10612+1.6.12 -VRP;com.odders.shapeit;10612;2023-10-18 13:02 UTC;3795
Let It Boom!;Let It Boom! v10000200+0.2.0.403 -VRP;com.CMGames.LetItBoom;10000200;2023-10-29 14:32 UTC;212
Let's Create! Pottery VR;Let's Create! Pottery VR v670+1.12 -VRP;com.idreams.potteryvrq;670;2023-04-18 01:05 UTC;209
Let's Go Chopping;Let's Go Chopping v2+.2 -unknown;com.SoaringRocStudio.LetsGoChopping;2;2023-03-09 12:57 UTC;307
Let's Play with Anna!;Let's Play with Anna! v1+1.0 -unknown;com.vrjcc.AnnaU;1;2023-03-09 12:57 UTC;352
Librarium;Librarium v131+131 -VRP;com.LibrariumIncorporated.Librarium;131;2023-04-18 01:05 UTC;780
Lies Beneath;Lies Beneath v55578+1.0-55578 -VRP;com.Drifter.Kodiak;55578;2023-04-28 21:15 UTC;1773
Lifted;Lifted v7+1.1.0 -VRP;com.AutonomousUnit.Lifted;7;2023-08-17 20:48 UTC;113
Light Balance VR;Light Balance VR v10+1.05 -VRP;com.LightBalanceVRQuest.LightBallance_Q;10;2023-08-17 20:48 UTC;1328
Limitless Racing;Limitless Racing v215+1 -VRP;com.SerhatGoksel.LimitlessArcadeRacing;215;2023-10-23 18:58 UTC;302
Linelight;Linelight v21+2.0.1 -VRP;com.mydogzorro.linelightvr;21;2023-10-24 19:35 UTC;174
Linelight VR;Linelight VR v14+1.0.2 -VRP;com.mydogzorro.linelightvr;14;2023-03-09 12:57 UTC;164
Little Cities;Little Cities v135+1.6.0 -NIF [w.Cheats];com.purpleyonder.littlecities;135;2023-10-30 11:14 UTC;514
Little Island;Little Island v10004+1.0 -Unknown;com.StudioNayuta.LittleIsland;10004;2023-03-09 12:57 UTC;383
Little Witch Academia - VR Broom Racing;Little Witch Academia - VR Broom Racing v827+1.3.0 -VRP;com.UNIVRS.LWAVR;827;2023-03-09 12:57 UTC;1965
Living with a VR Maid;Living with a VR Maid v1+1.1 -VRP [ADULT];com.pixy.LifeWithMaid2;1;2023-07-23 17:21 UTC;333
Livro;Livro v12+0.1.2 -VRP;com.chronicbite.livro;12;2023-09-04 13:24 UTC;97
Loam Sandbox;Loam Sandbox v67+0.23.0 -VRP;com.AmebousLabs.LoamSandBox;67;2023-04-18 01:05 UTC;846
Loco Dojo Unleashed;Loco Dojo Unleashed v104+104 -VRP;com.makereal.LocoDojoQuest;104;2023-08-07 15:30 UTC;1069
LoopSpace;LoopSpace v11+0.9.3 -VRP;com.Chesstar.LoopSpace.Quest;11;2023-04-18 01:05 UTC;221
Lost in Place;Lost in Place v43+1.1.1 -VRP;com.brightcornersllc.lostinplace;43;2023-04-18 01:05 UTC;661
Lost Recipes;Lost Recipes v273175+1.0.1+273175 -VRP;com.SchellGames.LostRecipes;273175;2023-08-17 21:22 UTC;495
Lucky Fish Bread;Lucky Fish Bread v18+0.1.2 -VRP;com.VisualLight.LuckyFishBread;18;2023-04-18 01:05 UTC;928
Lucky's Tale;Lucky's Tale v44+1.0.55 -VRP;com.playful.LuckysTale;44;2023-04-18 01:05 UTC;3744
Luna;Luna v8+8 -VRP R2;com.funomena.luna;8;2023-04-18 01:05 UTC;737
Madrid Noir;Madrid Noir v136+1.1.3 -VRP;com.noghost.madridnoirvr;136;2023-03-09 12:57 UTC;735
MageVR;MageVR v5+1.6.0 -VRP;com.dengxianxr.magevr16;5;2023-03-09 12:57 UTC;900
Magic Guardian;Magic Guardian v2+1.0 -ITCH;com.palvesoft.magicguardianquest2;2;2023-03-09 12:57 UTC;324
Magic Puzzle- Dragon & Sword;Magic Puzzle- Dragon & Sword v113+1.1.3 -VRP;com.leafboatstudio.magicpuzzle;113;2023-03-09 12:57 UTC;337
Magitek VR;Magitek VR v18+0.8.0 -VRP;com.TekStudios.MagitekVR;18;2023-10-19 13:32 UTC;1205
Manny Boxing VR;Manny Boxing VR v8+1.04 -VRP;com.Appnori.Boxing2021GB;8;2023-09-06 16:45 UTC;359
Mansion Mystery;Mansion Mystery v21+1.7 -VRP;com.garagevr.mansionmystery;21;2023-09-15 11:03 UTC;374
Marble Pop Paradise;Marble Pop Paradise v86+1.0.7 -NIF;com.winrgames.marblepopparadise;86;2023-03-09 12:57 UTC;609
Mare;Mare v32+32 -VRP R2;com.VisionTrick.Mare;32;2023-04-28 17:42 UTC;917
MarineVerse Cup;MarineVerse Cup v5430+0.5430 -VRP;com.marineverse.cup;5430;2023-10-23 11:11 UTC;1745
Marooned;Marooned v155+1.7.0 -VRP;com.JuicyGrapeApps.Marooned;155;2023-10-13 16:47 UTC;646
Mars Extraction;Mars Extraction v25+1.8.7 -FFA;net.demonixis.marsExtraction.REG;25;2023-03-09 12:57 UTC;56
Marvel's Iron Man VR;Marvel's Iron Man VR v252475+0.2.0-252475 -VRP R2;com.camouflaj.salmon;252475;2023-04-17 10:50 UTC;12203
Maskmaker;Maskmaker v43+1.043 -VRP;com.innerspacevr.maskmaker;43;2023-08-30 19:51 UTC;3682
MasterBuilder;MasterBuilder v11+0.9.6 -VRP;com.MediaUp.MasterBuilder;11;2023-04-18 01:05 UTC;150
Matching Pairs VR;Matching Pairs VR v8+1.0 -VRP;com.WeirdEyeStudios.MatchingPairsVR;8;2023-08-17 20:48 UTC;782
Mayapan;Mayapan v11+1.25 -VRP;com.QuasarStudios.Mayapan;11;2023-06-05 12:53 UTC;264
Mechanisms;Mechanisms v1+1.0 -VRP;com.NomadMonkey.Mechanisms;1;2023-08-09 15:38 UTC;521
Medal of Honor- Above and Beyond;Medal of Honor- Above and Beyond v12297+0.518 -VRP;com.Virtuos.R6DLM;12297;2023-04-14 17:09 UTC;43892
Medieval Designer;Medieval Designer v19+0.0.9.980 -VRP;com.BigTopGameStudio.BTGSMedievalDesigner;19;2023-04-14 09:53 UTC;983
Meta Deep S;Meta Deep S v1+1.72 -VRP (ADULT);com.BrittanyFactory.Meta_Deep_S;1;2023-08-17 20:48 UTC;75
Metacity Patrol;Metacity Patrol v200002+0.2 -VRP;com.Norainu.MetacityPatrol;200002;2023-08-29 18:27 UTC;493
Metal Frog Solid - Road to Revenge;Metal Frog Solid - Road to Revenge v97+1.2 -VRP;com.PerryGamesLLC.MetalFrogSolid;97;2023-08-04 14:35 UTC;1048
METAL MULTIBALL;METAL MULTIBALL v354+1.354 -VRP R2;com.SteveHinanPresents.MetalMultiball;354;2023-04-18 01:05 UTC;540
Mindset;Mindset v65+65 -VRP;com.CarbonStudio.MindsetVR;65;2023-10-09 11:37 UTC;2204
Mini Golf Aeons;Mini Golf Aeons v6+1.26 -VRP;com.FrozenDreams.minigolfaeons;6;2023-10-30 00:34 UTC;662
Mini Motor Racing X;Mini Motor Racing X v126+1.3.6 -VRP;com.nextgenreality.mmrx;126;2023-04-18 01:05 UTC;1981
Minotaur;Minotaur v9+9 -VRP;com.Frag.TreasureOfTarmin;9;2023-03-09 12:57 UTC;55
Mirewood Manor;Mirewood Manor v7+0.7 -VRP;com.ZTInteractive.MirewoodManor;7;2023-04-18 01:05 UTC;1214
Mixed Reality Wild Animal Escape;Mixed Reality Wild Animal Escape v1+0.1 -VRP;com.VirtualGoLLC.MixedRealityWildAnimalEscape;1;2023-10-09 14:32 UTC;179
