Game Name;Release Name;Package Name;Version Code;Last Updated;Size (MB)
Richie's Plank Experience;Richie's Plank Experience v223+1.9.7 -VRP R2;com.ToastVR.RichiesPlankExperience;223;2023-04-19 13:28 UTC;540
Rilla Shotgun;Rilla Shotgun v9+1.7 -VRP;com.BurntTomato.RillaShotgun;9;2023-09-06 11:12 UTC;270
Rival Rides;Rival Rides v71+0.331 -NIF;com.ByOwls.RivalRides;71;2023-08-01 14:40 UTC;1556
Robo Recall- Unplugged;Robo Recall- Unplugged v47091+1.0 -VRP;com.YourCompany.RoboRecall;47091;2023-04-19 13:28 UTC;3627
RoboWreckersVR;RoboWreckersVR v12+1.32 -VRP;com.EdgarJLopez.RoboWreckersVR;12;2023-08-15 21:05 UTC;346
Rocket Launch Films VR;Rocket Launch Films VR v1+1.0.0 -VRP;com.CosmicPerspective.UntitledApp;1;2023-06-02 14:50 UTC;59
Rodent People- Origins;Rodent People- Origins v31+v0.70 -VRP;com.ZenRepublic.RodentPeopleOrigins;31;2023-08-22 12:45 UTC;329
Rogue Ascent VR;Rogue Ascent VR v1374+1.2.1b6 -VRP;com.NBS.RogueAscent;1374;2023-09-20 17:04 UTC;782
Roll or Die!;Roll or Die! v3+3.14159 -ITCH;com.signed.BrainSlugs83.RollOrDie;3;2023-03-09 12:57 UTC;103
Rooms of Realities;Rooms of Realities v821505+0.10.70.821505.live -VRP;bluekey.roomsofrealities;821505;2023-09-11 19:13 UTC;698
Rowan;Rowan v1+1.0.1 -VRP;com.SpecialSpider.Rowan;1;2023-06-08 11:24 UTC;995
RUINSMAGUS;RUINSMAGUS v666+1.2.1 -VRP;com.characterBank.ruinsmagus;666;2023-05-19 20:10 UTC;3932
RUNNER;RUNNER v176+1.42 -VRP;com.truantpixel.Runner;176;2023-10-17 11:56 UTC;1662
Running Bros;Running Bros v3+1.3 -VRP;com.SeeninaDreamEntertainment.RunningBros;3;2023-04-19 13:28 UTC;67
RUSH;RUSH v286+1.2.3 -VRP;com.nextgenreality.rush;286;2023-04-19 13:28 UTC;691
Sail;Sail v140+1.0.22 -VRP;com.RedTeam19.Sail;140;2023-08-30 11:38 UTC;1945
Sairento VR - Untethered;Sairento VR - Untethered v223+1.9.5 -VRP R2;com.mixedrealms.sairentovruntethered;223;2023-04-19 13:28 UTC;1964
Sam and Max- This Time It's Virtual!;Sam and Max- This Time It's Virtual! v247+1.0.2 -VRP;com.happygiant.sammaxvr;247;2023-04-19 13:28 UTC;1341
Samba de Amigo;Samba de Amigo v45+1.0.0 -VRP;com.sega.sambadeamigo;45;2023-10-13 16:47 UTC;1223
Samurai Slaughter House;Samurai Slaughter House v33+0.6.4428 -NIF;com.TabGames.SamuraiSlaughterHouse;33;2023-03-30 22:13 UTC;2269
Santa's Reindeer Racing 2021;Santa's Reindeer Racing 2021 v1+0.1 -VRP;finnloft.SRR2021;1;2023-08-22 12:45 UTC;191
Scamper;Scamper v16+9 -VRP;com.BezbroGames.Scamper;16;2023-10-10 13:19 UTC;253
SculptrVR;SculptrVR v406+3.831 -VRP;com.sculptrvrinc.sculptrvrapp;406;2023-03-09 12:57 UTC;510
Secret of Harrow Manor;Secret of Harrow Manor v178+2.78 -ITCH;com.OnlyHuman.HauntedManorvr;178;2023-03-09 12:57 UTC;1726
Secret of Harrow Manor 2;Secret of Harrow Manor 2 v32+0.32 -VRP;com.OnlyHuman.SoHM2vr;32;2023-03-09 12:57 UTC;1470
Seeker VR;Seeker VR v1+1.0 -Unknown;com.TeamEldritch.SeekerVR;1;2023-03-09 12:57 UTC;1863
SELENA VR;SELENA VR v1+1.0 -VRP;com.ResilienceInc.SELENAVR;1;2023-03-09 12:57 UTC;165
Sep's Diner;Sep's Diner v32+10123 -VRP;com.scale1.sepsdinerSolo;32;2023-08-14 14:17 UTC;504
SETVR;SETVR v37+1.61 -VRP;com.DVNCTech.SETVR;37;2023-04-19 13:28 UTC;873
Shadow BoXR;Shadow BoXR v48+0.1.28 -VRP;com.ThreePupperStudios.ShadowBoXR;48;2023-10-05 21:31 UTC;224
Shadow Point;Shadow Point v44+1.2 -VRP;com.coatsink.nexus;44;2023-05-31 15:24 UTC;971
Shadowgate VR- The Mines of Mythrok;Shadowgate VR- The Mines of Mythrok v73+01.73 -VRP;com.Zojoi.ShadowgateVR;73;2023-10-14 20:48 UTC;1891
Sharecare YOU Anatomy;Sharecare YOU Anatomy v554+1.62 (554.30041) -VRP;com.sharecare.srl.vr.you;554;2023-04-19 13:28 UTC;3142
Shave & Stuff;Shave & Stuff v96+1.10.0.3 -VRP;games.hypervr.hairandbeauty;96;2023-10-27 13:16 UTC;237
Shelley's Creation;Shelley's Creation v4+0.75 -VRP;com.sciencevr.shelley.quest;4;2023-08-15 21:05 UTC;576
Shelleys Creation;Shelleys Creation v21+0.74 -VRP;com.sciencevr.shelley;21;2023-06-19 16:20 UTC;604
Sherlock Holmes- The Case of the Hung Parliament;Sherlock Holmes- The Case of the Hung Parliament v176+1.0 -VRP;com.vrisch.Sherlock;176;2023-09-04 13:24 UTC;4303
Shinobi Breaker;Shinobi Breaker v35+1.1 -VRP;com.Donuts.InfinityBreaker;35;2023-04-19 13:28 UTC;93
Shock Troops;Shock Troops v45+1.6 -VRP R2;com.garageCollective.ThetaLegion2HD;45;2023-04-19 13:28 UTC;978
Shoot The Zombirds;Shoot The Zombirds v7+1.0.2 -VRP;pl.idreams.zombirds;7;2023-08-22 12:45 UTC;82
Shooter 360;Shooter 360 v1+1.1 -VRP;com.Questeroid.Shooter360;1;2023-08-22 12:45 UTC;78
Shooter's Island;Shooter's Island v1+1.0 -VRP;com.SeminautGameStudios.ShootersIsland;1;2023-08-22 12:45 UTC;1469
Shooting Therapy;Shooting Therapy v2+0.2 -VRP;com.NoFlinch.ShootingTherapy;2;2023-08-15 21:05 UTC;115
Shoottris;Shoottris v3+1.011 -VRP;com.palvesoft.ShoottrisQuest;3;2023-08-15 21:05 UTC;101
Shooty Fruity;Shooty Fruity v32+1.3 -VRP;com.ndreams.shootyfruity;32;2023-08-23 22:09 UTC;2809
Shooty Skies Overdrive;Shooty Skies Overdrive v85270+1.10.85270 -VRP R2;com.mightygamesgroup.shootyvr;85270;2023-07-06 12:31 UTC;2992
Shores of Loci;Shores of Loci v3024+1.2 -NIF;com.miketeevee.shoresofloci;3024;2023-03-09 12:57 UTC;1605
Shotwood;Shotwood v1014+1014 -VRP;com.concretebox.shotwood;1014;2023-04-19 13:28 UTC;1300
Shuttle Commander;Shuttle Commander v64+0.64 -VRP;com.ivre.ssc;64;2023-04-19 13:28 UTC;1026
Shuttle Maze;Shuttle Maze v114+1.9986 -VRP;com.AyayuGames.ShuttleMaze;114;2023-07-17 20:33 UTC;359
Silhouette;Silhouette v82+1.2.2 -VRP;com.TeamPanoptes.SilhouetteVR;82;2023-08-07 15:30 UTC;328
SimplePlanes VR;SimplePlanes VR v108+1.12.131 -VRP;com.jundroo.SimplePlanesVR;108;2023-08-22 12:45 UTC;156
Sin Breaker Rig;Sin Breaker Rig v14+1.0 -VRP;com.ArtZero.SBR;14;2023-08-04 14:40 UTC;1021
Skeyefall;Skeyefall v167+0.30.06 -VRP;com.provisionsports.skeyefallsports;167;2023-08-22 12:45 UTC;770
Skybinder;Skybinder v16+1.3.4 -VRP;com.MakuXR.SkyBinder;16;2023-04-19 13:28 UTC;73
SKYBOX VR Video Player;SKYBOX VR Video Player v465+1.1.0 -VRP;xyz.skybox.player.ovr;465;2023-05-23 14:24 UTC;141
SKYBOX VR Video Player Ex;SKYBOX VR Video Player Ex v285+1.0.1 -VRP;xyz.skybox.player.ovr2;285;2023-06-11 12:50 UTC;126
SkydiveSim;SkydiveSim v56+1.6.0 -NIF;com.SkydiveSim;56;2023-09-11 19:17 UTC;3569
Skyworld- Kingdom Brawl;Skyworld- Kingdom Brawl v44+1.7.9141 -VRP;com.vertigogames.skyworldbrawl;44;2023-04-19 13:28 UTC;255
Slam;Slam v984+1.0 -VRP;com.xrsys.slam;984;2023-09-29 11:02 UTC;281
SlashMates;SlashMates v1+0.04 -unknown;com.VRight.Slashmates;1;2023-03-09 12:57 UTC;231
Sledge Destruction Simulator;Sledge Destruction Simulator v1+0.1 -VRP;com.VirtualGoLLC.SledgeDestructionSimulatorVR;1;2023-08-22 12:45 UTC;779
Smash Drums;Smash Drums v249+4.1.0 -VRP;com.PotamWorks.SmashDrums;249;2023-10-20 12:07 UTC;1707
Smash Runner;Smash Runner v20+1.5.1 -VRP;com.PROMOTIKALTD.SmashRun;20;2023-10-16 12:40 UTC;175
Smashmania;Smashmania v1+0.4 -unknown;ltd.getschwifty.smashmania.demo;1;2023-03-09 12:57 UTC;209
Snake In a Box;Snake In a Box v56+5.6 -unknown;com.dofdev.SnakeInABox;56;2023-03-09 12:57 UTC;62
Snake's roam;Snake's roam v2+2 -FFA;com.DefaultCompany.VRGame;2;2023-03-09 12:57 UTC;113
Snakes And Ladders;Snakes And Ladders v7+1.0 -VRP;com.tgs.vr.snakesandladders;7;2023-04-19 13:28 UTC;78
Snakes LTD;Snakes LTD v7+1.2 -VRP;com.mlthings.snakesltdvr;7;2023-10-16 12:40 UTC;237
Snakes roam;Snakes roam v2+2 -VRP;com.DefaultCompany.VRGame;2;2023-09-26 16:09 UTC;115
Sniper Elite VR;Sniper Elite VR v35713+1.03 -VRP;com.JustAddWater.SniperEliteVR;35713;2023-04-25 11:54 UTC;4053
Sniper Elite VR Q1;Sniper Elite VR v35713+1.03 -QU (Q1 ONLY);com.JustAddWater.SniperEliteVR;35713;2023-03-09 12:57 UTC;3290
Snow Fortress;Snow Fortress v2+1.33 -unknown;com.mythicalcitygames.snowfortress;2;2023-03-09 12:57 UTC;169
Snow Wars;Snow Wars v57+1.1 -VRP;com.actumgames.snowwars;57;2023-10-30 16:52 UTC;1692
Snowboard Funpark;Snowboard Funpark v6+0.1.5 -VRP;com.YueWorks.SnowboardFunpark;6;2023-03-09 12:57 UTC;442
Snowman VR;Snowman VR v1+0.6.0 -VRP;co.xocus.snowman;1;2023-03-09 12:57 UTC;229
Solicitude Wake-up;Solicitude Wake-up v13+1.3 -VRP;com.JRProduction.SolicitudeWakeupQuest;13;2023-03-09 12:57 UTC;427
Song Beater;Song Beater v431+4.3.1 -VRP R2;com.Playito.SongBeater;431;2023-04-19 13:28 UTC;756
Song in the Smoke;Song in the Smoke v74+1.5.3 -VRP;com.seventeenbit.songinthesmoke;74;2023-04-19 13:28 UTC;1912
Space Channel 5 VR Kinda Funky News Flash!;Space Channel 5 VR Kinda Funky News Flash! v68514+1.0.3 -VRP;com.grounding.ch5vrquest;68514;2023-04-19 13:28 UTC;874
Space Docker VR;Space Docker VR v115+0.2.106 -VRP;com.CatCommandosLtd.SpaceDockerVR;115;2023-07-16 13:23 UTC;717
Space Dragon;Space Dragon v14+23.02.23 -VRP;com.ThreePoundGames.SpaceDragonUnchained;14;2023-07-19 14:53 UTC;664
Space Junk;Space Junk v15+1.4 -VRP;com.cestrian.spacejunk;15;2023-04-19 13:28 UTC;448
Space Merchants Arena;Space Merchants Arena v1+1.0 -VRP;com.Playito.SpaceMerchantsArena;1;2023-04-19 13:28 UTC;81
Space Pilot Alliance;Space Pilot Alliance v7+3.5 -VRP;com.curiousvr.spacepilotalliance;7;2023-08-22 13:30 UTC;376
Space Pirate Trainer DX;Space Pirate Trainer DX v1965+1.965 -VRP;com.iillusions.spacepiratetrainerquest;1965;2023-04-25 11:54 UTC;1432
Space Portal;Space Portal v23+0.42 -VRP;com.FlightAugmentedRealities.SpacePortalVR;23;2023-04-20 11:33 UTC;73
Space Shooter;Space Shooter v16+1.02 -VRP;vr.tgs.spaceshooter;16;2023-03-09 12:57 UTC;105
Space Simulator 3D;Space Simulator 3D v192+19.2 -VRP;com.rts.android.spacesim2;192;2023-07-24 17:19 UTC;117
Space Slurpies;Space Slurpies v193+1.4.2 -VRP;com.StarcadeArcadeLLC.SpaceSlurpies;193;2023-10-26 18:43 UTC;742
Space Walk VR Experience;Space Walk VR Experience v700107+7.0.107.02 -VRP;com.FTM.SpaceWalkQuest2OC;700107;2023-04-28 21:04 UTC;700
Spacefolk City;Spacefolk City v2256+v1.19.28 (4b971cb01) -NIF;com.moonmode.spacefolkcity;2256;2023-06-05 17:23 UTC;336
Spaceteam VR;Spaceteam VR v5005+1.1.5005 -VRP;com.CooperativeInnovations.Spaceteam;5005;2023-04-28 17:42 UTC;592
SPARK;SPARK v38+2.5.1 -VRP;com.SparkGame.SparkGunFire;38;2023-04-19 13:28 UTC;1780
SPARK BALL POOL;SPARK BALL POOL v92+1.2.0 -VRP;com.SparkGame.EightBallPoolVR;92;2023-04-25 19:22 UTC;1022
Special Delivery;Special Delivery v56+1.8 -VRP;com.MeerkatGaming.SD_Quest;56;2023-04-04 23:57 UTC;1406
Speed Cube;Speed Cube v9+0.7.1 -VRP;com.Aligator.SpeedCube;9;2023-08-15 21:05 UTC;88
SPHERES;SPHERES v41+1.41 -VRP;com.Novelab.Spheres;41;2023-08-22 13:12 UTC;1819
Spice & Wolf VR;Spice & Wolf VR v9+1.04 -VRP;com.SpicyTails.SaW;9;2023-04-19 13:28 UTC;497
Spice and Wolf VR2;Spice and Wolf VR2 v5+1.0 -VRmoo;com.SpicyTails.SaW2ForQuest;5;2023-03-09 12:57 UTC;542
Sport Mode;Sport Mode v89+0.6.1 -VRP;com.Exo.Playground2;89;2023-06-11 12:50 UTC;661
Sports Scramble;Sports Scramble v88+1.0 -unknown;com.Armature.SportsScramble;88;2023-03-09 12:57 UTC;1187
Spunky Dungeon;Spunky Dungeon v10+1.0 -VRP;net.mobilemischief.spunkydungeonquest;10;2023-08-22 13:12 UTC;95
Squadron One;Squadron One v1024+1.0.0 -VRP;com.unitedcommand.squadronone;1024;2023-04-19 13:28 UTC;233
Squingle;Squingle v115+3.0.1 -VRP;com.SquingleStudios.Squingle;115;2023-06-28 11:17 UTC;424
STACK;STACK v74+1.1.3 -VRP;com.JOYWAY.JoyWayPrototype3;74;2023-10-05 21:31 UTC;953
Stack Defense;Stack Defense v12+0.9.5 -VRP R2;com.area1.StackDefense;12;2023-04-25 19:22 UTC;187
StairWell;StairWell v14+1.91 -VRP;com.NordisInteractive.Stairwell;14;2023-08-09 15:38 UTC;84
Star Chart;Star Chart v18529+1.7.7 -VRP;com.escapistgames.starchartvr.quest;18529;2023-03-09 12:57 UTC;223
Star Shaman;Star Shaman v1301+13.0.1 -VRP;com.Ikimasho.StarShaman;1301;2023-08-15 21:05 UTC;726
Star Wars Pinball VR;Star Wars Pinball VR v10737+1.3 -VRP;com.YourCompany.SWP_VR;10737;2023-04-19 13:28 UTC;2500
Star Wars- Tales from the Galaxy's Edge;Star Wars- Tales from the Galaxy's Edge v439699+1.1.9+734762.cl.439699 -VRP;com.ilmxlab.tales;439699;2023-08-03 10:39 UTC;11857
Stardust VR;Stardust VR v2+1.0 -VRP;com.FrozenDreams.stardustvr;2;2023-07-14 19:19 UTC;220
Starfighter Arduxim;Starfighter Arduxim v72+2.4.3 -VRP;com.FulTech.StarfighterArduximQuest;72;2023-04-19 13:28 UTC;1120
Startenders;Startenders v3930+2.0.5820_51e121a36 -NIF;com.FoggyBox.Startenders;3930;2023-03-09 12:57 UTC;769
Steamliner;Steamliner v1+1.2.5 -VRP;com.Diamond.Steamliner;1;2023-03-09 12:57 UTC;261
Stones Of Harlath;Stones Of Harlath v44+1.4 -VRP;com.garageCollective.myStonesOfHarlath;44;2023-04-19 13:28 UTC;482
Straylight;Straylight v101+1.0 -VRP;com.DrBloc.Straylight;101;2023-03-09 12:57 UTC;550
STRIDE;STRIDE v537+2.16.14 -VRP;com.JoyWay.Stride;537;2023-10-26 14:15 UTC;4219
Strike Back;Strike Back v9+1.9 -VRP;com.brayang.strikebackvr;9;2023-07-27 10:59 UTC;269
Stunt track builder;Stunt track builder v101+1.0.101 -VRP;com.LemonChihuahua.StuntTracksBuilder;101;2023-10-09 11:37 UTC;336
Submarine;Submarine v5+1.2 -VRP;com.extremesoft.submarinevr;5;2023-04-19 13:28 UTC;185
Subway Sprinters VR;Subway Sprinters VR v4+4 -VRmoo;com.BlueBoomerangGames.SubwaySprinters;4;2023-03-09 12:57 UTC;66
Sucker Punch VR;Sucker Punch VR v28+1.16 -VRP R2;com.glimpsereality.suckerpunch;28;2023-04-19 13:28 UTC;719
SUP Island;SUP Island v18+0.9 -VRP R2;com.ezone.sup;18;2023-04-25 19:22 UTC;635
SUPER GUN- ARENA;SUPER GUN- ARENA v19+1.9 -DollarVR;com.LanogaGameStudio.SuperGunArena;19;2023-05-25 15:40 UTC;427
Super Hentai Sexy Fun Time;Super Hentai Sexy Fun Time v1+1.0 -VRP;com.bhg.shsft;1;2023-03-09 12:57 UTC;135
Super Mario VR;Super Mario VR v1+1 -VRP;com.OwlStudioGames.SuperMarioVR;1;2023-04-25 11:54 UTC;225
Superfly;Superfly v47+1.2.3 -VRP;com.LocoMotionDevs.Superfly;47;2023-06-05 12:53 UTC;390
SUPERHOT VR;SUPERHOT VR v154+1.154 -VRP;unity.SUPERHOT_Team.SUPERHOT_VR_QA;154;2023-10-11 11:17 UTC;577
Supermedium;Supermedium v1+3 -unknown;com.Supermedium.Supermedium;1;2023-03-09 12:57 UTC;78
Surgineer;Surgineer v197+1.0.0.0197 -VRP;com.holonautic.Surgineer;197;2023-04-19 13:28 UTC;306
Survival Nation;Survival Nation v58+1.9.2 -VRP;com.WenklyStudio.SurvivalNation;58;2023-10-27 13:16 UTC;1362
Survivorman VR- The Descent;Survivorman VR- The Descent v291+1.7 -VRP;com.OCCUPIEDVR.SMAN_PRODUCTION_06_01B;291;2023-10-20 12:07 UTC;2023
Sushi Ben;Sushi Ben v500+1.0.231028.1 -VRP;com.BigBraneStudios.SushiBen;500;2023-10-30 16:52 UTC;2654
Swarm;Swarm v1285+1285 -VRP;com.sketchbox.Grapple;1285;2023-04-19 13:28 UTC;1239
Swarm 2;Swarm 2 v3831+3831-prerelease -VRP;com.greensky.swarm2;3831;2023-10-29 14:30 UTC;1810
Sweet Escape;Sweet Escape v2+0.03 -VRP;com.realitysmash.sweetescape;2;2023-04-19 13:28 UTC;1337
Sweet Surrender;Sweet Surrender v1221+1.1221 -VRP R2;com.SalmiGmbH.SweetSurrenderVRTests;1221;2023-04-25 11:54 UTC;313
Swords of Gargantua;Swords of Gargantua v40007+2.2.1.40007 -VRP;co.yomune.gargantua;40007;2023-04-17 18:41 UTC;2197
Swords of Gurrah;Swords of Gurrah v5429+1.0.1.101820230331 -VRP;com.Devster.SwordsOfGurrah;5429;2023-10-29 14:30 UTC;8978
Swordsman;Swordsman v245+1.83 -VRP;com.SinnStudio.Medieval;245;2023-10-26 14:15 UTC;3543
Symphony of Stars;Symphony of Stars v193+1.93 -ITCH;com.OnlyHuman.Ensign2vr;193;2023-03-09 12:57 UTC;551
Synth Riders;Synth Riders v683+3.1.13 -VRP R2;com.kluge.SynthRiders;683;2023-10-30 11:14 UTC;2410
Synthspace;Synthspace v14+1.0.5 -VRP;Rocks.BrightLight.Synthspace;14;2023-03-09 12:57 UTC;192
SynthVR;SynthVR v103+1.1.1 -VRP;com.fortytwotones.synthvr;103;2023-08-22 13:12 UTC;81
System Critical- The Race Against Time;System Critical- The Race Against Time v20+1 -Unknown;com.OldFormulas.THISISIT;20;2023-03-09 12:57 UTC;3082
Table of Tales- The Crooked Crown;Table of Tales- The Crooked Crown v218+1.0.0.34 -VRP;com.zeroonestudio.tinmangames.ttcc;218;2023-04-20 10:56 UTC;983
Tactical Assault VR;Tactical Assault VR v126+0.6.77 -VRP;com.TwistedBarrelGames.TacticalAssaultVR;126;2023-10-07 18:29 UTC;4433
Take Aim;Take Aim v23+1 -VRP;com.WeirdEyeStudios.TakeAim;23;2023-08-22 13:12 UTC;496
Take Care VR;Take Care VR v20+1.1.2 -VRP;com.TomFoerster.TakeCareVR;20;2023-06-18 13:43 UTC;1693
Tank Hunter VR;Tank Hunter VR v7+0.7 -VRP R2;com.YXG.TankHunter;7;2023-04-22 13:10 UTC;640
Target React Force;Target React Force v106+1.0 -VRP;com.InsideUniverse.TargetReactForce;106;2023-04-15 22:44 UTC;760
Tarzan VR;Tarzan VR v1229+1.0 -VRP;com.funtrain.tarzanvr;1229;2023-04-25 11:54 UTC;767
Task Force 9;Task Force 9 v641+0.128 -VRP;com.GoodDay.TF9;641;2023-10-26 14:15 UTC;6534
Tea For God;Tea For God v370+1.0.8 -VRP;com.voidroom.TeaForGodEmperor;370;2023-10-17 11:56 UTC;294
Teasing Master Takagi-san VR 1st & 2nd Semesters;Teasing Master Takagi-san VR 1st & 2nd Semesters v34+1.1.1 -VRP R2;com.Kayac.TakagisanVR;34;2023-04-20 10:56 UTC;1173
Tele Tennis;Tele Tennis v1040+0.1.040 -VRP;ar.hyper.TeleTennis;1040;2023-08-22 13:12 UTC;238
Teleport Scotland;Teleport Scotland v9+0.9 -VRP;com.teleporthere.scotland;9;2023-04-20 10:56 UTC;9653
Tennis Esports;Tennis Esports v310191555+2023.10.4 -VRP;VRMotionLearning.TennisEsports;310191555;2023-10-26 18:43 UTC;289
Tennis League VR;Tennis League VR v27+1.0.2.0 -VRP;com.AnotheReality.TennisLeagueVR_QuestStore;27;2023-07-17 20:33 UTC;535
Tentacular;Tentacular v86+1.1.10 -VRP;com.firepunchd.tentacularvr;86;2023-08-22 13:12 UTC;494
Terragon- Symbol Of Magic;Terragon- Symbol Of Magic v6+1.0.0 -VRP;com.RealityShiftStudios.TerragonSymbolOfMagic;6;2023-08-22 13:12 UTC;2551
Tesseract - First Chapter - Beta;Tesseract - First Chapter - Beta v9+1.03 -VRP;com.FractalMind.Tesseract;9;2023-03-09 12:57 UTC;353
Tetris Effect- Connected;Tetris Effect- Connected v157+2.0.2 -VRP;com.enhanceexperience.tetriseffect;157;2023-10-20 12:07 UTC;2191
The 7th Guest VR;The 7th Guest VR v55+1.0.0.11587 -VRP;com.VertigoGames.The7thGuestVR;55;2023-10-20 12:07 UTC;13193
The American Dream;The American Dream v136+1.008 -VRP;com.SamuraiPunk.TheAmericanDream;136;2023-04-20 10:56 UTC;1378
The Atlas Mystery;The Atlas Mystery v263+1.8 -VRP;com.TRC.Atlas;263;2023-04-17 17:08 UTC;1058
The Brookhaven Experiment- Mobile;The Brookhaven Experiment- Mobile v109+1.0259 -VRP;com.Phosphor.Brookhaven;109;2023-03-09 12:57 UTC;282
The Catapult;The Catapult v70+1.7.0 -VRP;com.byv.TheCatapult.QuestVr;70;2023-08-17 12:21 UTC;178
The Climb;The Climb v663+663.0 -VRP;com.crytek.climb;663;2023-05-08 20:40 UTC;1816
The Climb 2;The Climb 2 v974+2.2 -VRP;com.crytek.climb2;974;2023-04-20 10:56 UTC;4613
The Creature- Escape Room;The Creature- Escape Room v11+1.04 -VRP;com.Escape.Escape_room_TC;11;2023-03-09 12:57 UTC;997
The Curious Tale of the Stolen Pets;The Curious Tale of the Stolen Pets v27+1.08 -VRP;com.fasttravelgames.diorama;27;2023-04-20 10:56 UTC;494
The Cursed Pharaoh;The Cursed Pharaoh v21+4 -VRP;com.DefaultCompany.TheDigBuild1;21;2023-09-20 17:04 UTC;934
The Eva Experience - VR Exhibit;The Eva Experience - VR Exhibit v15+2.5 -VRP;com.AscentXR.EvaVR;15;2023-08-22 13:12 UTC;1357
The Exorcist- Legion VR;The Exorcist- Legion VR v4003+4.3 -VRP;com.wolfandwood.exorcistlegionvr;4003;2023-04-20 10:56 UTC;1846
The Fight;The Fight v8+1.17 -VRP R2;com.adamstanulewicz.TheFight;8;2023-04-20 10:56 UTC;417
The Great Escape- Dragons Dungeon;The Great Escape- Dragons Dungeon v1304+0.9 -VRP;com.Nelsoft.TheGreatEscape;1304;2023-09-14 17:19 UTC;352
The Haunted Ride - A VR Horror Series;The Haunted Ride - A VR Horror Series v31+.4 -VRP;com.NetzerlandStudios.HauntedRide;31;2023-04-25 16:18 UTC;13595
The Heist VR;The Heist VR v18+1.8 -Unknown;com.KopelProductions.TheHeistVR;18;2023-03-09 12:57 UTC;352
The Island Odyssey! Hi Spec;The Island Odyssey! Hi Spec v1207+1.2.0.7 -unknown;com.VRGameStudio.TheIsland;1207;2023-03-09 12:57 UTC;68
THE KNIGHT OF QUEEN;THE KNIGHT OF QUEEN v10260+1.2.6 -VRP;com.VR_RPG_INC.THE_KNIGHT_OF_QUEEN_QUEST;10260;2023-04-20 10:56 UTC;206
The Last Clockwinder;The Last Clockwinder v1880644061+1.24 -VRP;com.asg.clockworkdev;1880644061;2023-10-12 17:26 UTC;1883
The Last Place;The Last Place v2+0.2 -unknown;br.com.mashimobi.thelastplace;2;2023-03-09 12:57 UTC;185
The Last Worker;The Last Worker v10000008+1.0.8 -VRP;com.wolfandwood.lastworker;10000008;2023-06-07 16:53 UTC;3298
The Light Brigade;The Light Brigade v542+542 -VRP;com.FunktronicLabs.TheLightBrigade;542;2023-10-06 11:20 UTC;1580
The Line;The Line v57+57 -VRP;io.arvore.theline;57;2023-04-20 10:56 UTC;363
The Lost Angel;The Lost Angel v2+0.2 -VRP;com.flyerbirds.thelostangelvrn;2;2023-04-25 11:54 UTC;161
The Master Club;The Master Club v2025+2.08 -NIF;com.DefaultCompany.TheMasterClub;2025;2023-09-14 17:19 UTC;417
The Mighty II;The Mighty II v11+0.5.7.1 -VRP;com.VR5.puny;11;2023-04-20 10:56 UTC;1284
The Premium Cube;The Premium Cube v1+0.2 -VRP;com.LostError.ThePremiumCube;1;2023-04-20 10:56 UTC;59
The Purge Day;The Purge Day v90+1.0 -unknown;com.RedLimbStudio.ThePurageDay;90;2023-03-09 12:57 UTC;205
The Retrieval;The Retrieval v4+1.2 -NIF;com.TwoCrowStudios.TheExtraction;4;2023-03-15 20:45 UTC;726
The Room VR- A Dark Matter;The Room VR- A Dark Matter v5011+1.02 -VRP;com.FireproofStudios.TheRoomVR;5011;2023-04-20 10:56 UTC;2239
The Secret of Retropolis;The Secret of Retropolis v16+0.7 -NIF;com.PeanutButton.Retropolis;16;2023-06-18 04:19 UTC;999
The Signifier;The Signifier v48+1.1.48.0 -VRP;com.Playmestudio.thesignifier;48;2023-07-23 17:21 UTC;6269
The Tale of Onogoro;The Tale of Onogoro v370+1.1.0217 -VRP;jp.co.amata.nvr;370;2023-06-05 12:53 UTC;8584
The Thrill of the Fight;The Thrill of the Fight v231011100+231011.1 -VRP;com.fyian.TheThrillOfTheFight;231011100;2023-10-14 20:48 UTC;845
The Twilight Zone;The Twilight Zone v4608+4608 -VRP;com.funtrain.twilightzone;4608;2023-04-20 10:56 UTC;2012
The Under Presents;The Under Presents v558+1.558 -VRP;com.TenderClaws.TheUnderPresents.Quest;558;2023-07-15 12:11 UTC;3313
The VR Titty Bar;The VR Titty Bar v1+0.1 -unknown;com.ApexVR.ttBAR;1;2023-03-09 12:57 UTC;188
The Walking Dead- Saints and Sinners;The Walking Dead- Saints and Sinners v31622500+316225 -VRP;com.SDI.TWD;31622500;2023-04-20 11:58 UTC;7142
The Walking Dead- Saints and Sinners 2 - Retribution;The Walking Dead- Saints and Sinners 2 - Retribution v32342700+2023.04.17 -NIF;com.SDI.TWDCH2;32342700;2023-05-02 12:05 UTC;13360
The Wizards;The Wizards v14+1.11 -VRP;com.CarbonStudio.TheWizards;14;2023-04-20 10:56 UTC;3603
The Wizards - Dark Times;The Wizards - Dark Times v13+1.13 -VRP;com.CarbonStudio.DarkTimes;13;2023-04-20 10:56 UTC;4487
Theme Park;Theme Park v5988+2.0 -VRP;com.MetaverseAdventures.IntotheMetaverse.Pilot;5988;2023-10-24 19:02 UTC;5122
Thief Simulator VR- Greenview Street;Thief Simulator VR- Greenview Street v115+1.1.1.2 -VRP;com.rrrgames.ThiefSimVRQuest;115;2023-10-26 14:15 UTC;3884
